Agency,CN ID,SON ID,Supplier Name,Supplier ABN,Description,Category,Agency Ref. ID,Publish Date,Start Date,End Date,Value (AUD)
Department of Defence,CN3483351,SON2186301,DENTSU X AUSTRALIA PTY LTD,44123609629,Media Placement,Advertising,4501024985,8-Feb-18,30-Jan-18,30-Aug-18,"3,850,000.00"
Department of Defence,CN3483352,,WHIZDOM PTY LTD,52119884945,Project Transition Analysis Services,Information technology consultation services,4501024536,8-Feb-18,24-Jan-18,30-Mar-18,"13,338.60"
Department of Defence,CN3483353,,JACOBS GROUP (AUSTRALIA) PTY LTD,37001024095,Project Manager and Contract Administrator,Building construction and support and maintenance and repair services,4501024171,8-Feb-18,30-May-17,12-Dec-18,"55,921.80"
Department of Defence,CN3483354,,DIMENSION DATA AUSTRALIA PTY LTD,65003371239,Network Support Services,Project management,4501023241,8-Feb-18,25-Jan-18,30-Jun-19,"677,064.73"
Department of Defence,CN3483355,,POINT PROJECT MANAGEMENT,97117883173,Project Management Services,Building construction and support and maintenance and repair services,4501021412,8-Feb-18,9-Jun-17,31-May-19,"40,700.65"
Department of Defence,CN3483356,,F K GARDNER & SONS PTY LTD,99010136053,Reimbursable Fees for Delivery Phase,Commercial or industrial construction,4501020282,8-Feb-18,23-Jan-18,29-Mar-19,"1,099,999.99"
Department of Defence,CN3483357,,AUSTRALIAN GOVERNMENT SOLICITOR,69405937639,DL0060/2017 - Legal Services,Legal services,4501020128,8-Feb-18,23-Jan-18,30-Apr-18,"29,755.00"
Department of Defence,CN3483358,,KPMG AUSTRALIA,51194660183,Contracted Costing Services 0520-Army,Project management,4501016421,8-Feb-18,1-Feb-18,30-Jun-18,"145,299.00"
Department of Defence,CN3483359,,HAYS SPECIALIST RECRUITMENT,47001407281,Engagement of Science & Technology Coordinator,Human resources services,4501016249,8-Feb-18,29-Jan-18,31-Mar-18,"15,708.00"
Department of Defence,CN3483360,,KELVIN GROVE STATE COLLEGE,57485616433,Defence School Transition Aide Program,Education and Training Services,4501015872,8-Feb-18,1-Feb-18,30-Jun-18,"11,500.00"
Department of Defence,CN3483361,,AURECON AUSTRALASIA PTY LTD,54005139873,Project Management,Project management,4501015740,8-Feb-18,29-Jan-18,30-Jun-18,"81,672.80"
Department of Defence,CN3483362,SON3311885,IAN JOHNSTON & ASSOCIATES PTY LTD,50098809557,Psychology Services,Psychologists services,4501029022,8-Feb-18,25-Jan-18,30-Jun-18,"150,000.00"
Department of Defence,CN3483363,SON3295723,FORWARD IT,42597085374,Computer Equipment,Computer Equipment and Accessories,4501038501,8-Feb-18,15-Jan-17,30-May-18,"93,940.88"
Department of Defence,CN3483364,SON3295723,HEWLETT-PACKARD ENTERPRISE,74004394763,Fast Computer Server Purchase for Research,Computer servers,4501038488,8-Feb-18,19-Jan-18,19-Jan-18,"14,704.42"
Department of Defence,CN3483365,SON3295723,NTT COM ICT SOLUTIONS (AUSTRALIA),61059040998,Laptops,Notebook computers,4501038480,8-Feb-18,15-Jan-18,31-Jan-18,"14,174.96"
Department of Defence,CN3483366,,JACOBS GROUP (AUSTRALIA) PTY LTD,37001024095,A9028 Combat Training Centre - Design Services,Building construction and support and maintenance and repair services,4501037266,8-Feb-18,12-Dec-17,30-Nov-19,"222,150.50"
Department of Defence,CN3483367,,S & A CONTRACTING PTY LTD,97114113389,Civil Works,Building construction and support and maintenance and repair services,4501035915,8-Feb-18,12-Dec-17,31-May-18,"170,429.60"
Department of Defence,CN3483368,SON48590,SME GATEWAY PTY LTD,51106981560,Contractor Support,Professional engineering services,4501034667,8-Feb-18,2-Feb-18,31-Dec-18,"28,262.04"
Department of Defence,CN3483369,,KARLKA RECRUITING GROUP PTY LTD,78167536978,Provision of Administrative Services,Business administration services,4501034598,8-Feb-18,2-Feb-18,29-Jun-18,"130,825.71"
Department of Defence,CN3483370,SON3098482,CUBIC DEFENCE AUSTRALIA PTY LTD,88122798207,PROVISION OF TRAINING SERVICES,Education and Training Services,4501033701,8-Feb-18,31-Jan-18,6-Feb-18,"31,649.75"
Department of Defence,CN3483371,SON3319689,CALTEX AUSTRALIA PETROLEUM PTY LTD,17000032128,AVIATION FUEL,Fuels,4501032438,8-Feb-18,31-Jan-18,31-Jan-18,"546,150.00"
Department of Defence,CN3483372,,AURECON AUSTRALASIA PTY LTD,54005139873,Project Management,Project management,4501032394,8-Feb-18,24-Jan-18,31-May-18,"113,760.90"
Department of Defence,CN3483373,,DURATEC AUSTRALIA PTY LTD,94141614075,Upgrade Works,Building construction and support and maintenance and repair services,4501032393,8-Feb-18,24-Jan-18,31-May-18,"36,294.70"
Department of Defence,CN3483374,,AURECON AUSTRALASIA PTY LTD,54005139873,Project Management,Project management,4501032387,8-Feb-18,24-Jan-18,31-May-18,"141,766.90"
Department of Defence,CN3483375,,AURECON AUSTRALASIA PTY LTD,54005139873,Project Delivery,Project management,4501032138,8-Feb-18,18-Jan-18,31-May-18,"203,988.40"
Department of Defence,CN3483376,,AURECON AUSTRALASIA PTY LTD,54005139873,Project Delivery,Project management,4501032136,8-Feb-18,29-Jan-18,31-May-18,"82,528.60"
Department of Defence,CN3483377,,AURECON AUSTRALASIA PTY LTD,54005139873,Project Delivery,Project management,4501032121,8-Feb-18,23-Jan-18,31-May-18,"93,808.00"
Department of Defence,CN3483378,,AURECON AUSTRALASIA PTY LTD,54005139873,Project Management,Project management,4501031973,8-Feb-18,23-Jan-18,31-May-18,"290,853.20"
Department of Defence,CN3483379,,AURECON AUSTRALASIA PTY LTD,54005139873,Project Management,Project management,4501031876,8-Feb-18,24-Jan-18,31-May-18,"82,464.80"
Department of Defence,CN3483380,,AUGILITY,87107783675,Project Management,Project management,4501031833,8-Feb-18,24-Jan-18,31-May-18,"32,452.20"
Department of Defence,CN3483381,,WATERWAY CONSTRUCTIONS PTY LTD,74061311395,Maintenance Works,Building construction and support and maintenance and repair services,4501031209,8-Feb-18,30-Jan-18,31-May-18,"316,778.00"
Department of Defence,CN3483382,,ORIGIN ENERGY,22078868425,LPG Supply to DST- Scottsdale,Utilities,4501031064,8-Feb-18,29-Jan-18,30-Jun-18,"60,000.00"
Department of Defence,CN3483383,SON2071251,ERNST & YOUNG,75288172749,Specialised Analysis support services,Strategic planning consultation services,4501030077,8-Feb-18,18-Oct-17,29-Dec-17,"22,000.00"
Department of Defence,CN3483384,,FUJITSU AUSTRALIA LIMITED,19001011427,Distributed Computing Central Services Agreement,Computer services,4501029615,8-Feb-18,29-Jan-18,31-Dec-19,"604,128.88"
Department of Defence,CN3483385,,ST CLARE'S CATHOLIC SCHOOL,71850471670,Defence School Transition Aide Program,Education and Training Services,4501015562,8-Feb-18,25-Jan-18,30-Jun-18,"14,750.00"
Department of Defence,CN3483386,,WHITEHOUSE FURNISHERS,48009611803,Estate Works,Building construction and support and maintenance and repair services,1908959265,8-Feb-18,21-Dec-17,28-Feb-18,"12,030.00"
Department of Defence,CN3483387,,NBC COMMUNICATIONS,86087350552,Estate Works,Building construction and support and maintenance and repair services,1908959264,8-Feb-18,18-Dec-17,28-Feb-18,"17,979.86"
Department of Defence,CN3483388,SON706091,CAE,84434201642,Language Services - Thai,Education and Training Services,1908959000,8-Feb-18,29-Nov-17,29-Nov-17,"11,842.36"
Department of Defence,CN3483389,,THE CATHOLIC MILITARY ORDINARIATE,34178263250,RC Chaplains Retreat 2017,Education and Training Services,1908958957,8-Feb-18,8-Dec-17,8-Dec-07,"18,790.80"
Department of Defence,CN3483390,,PROMO CONCEPTS,48605879592,DCO Promotional Items,Promotional or advertising printing,1908958856,8-Feb-18,23-Jan-18,24-Jan-18,"21,098.00"
Department of Defence,CN3483391,,DEPARTMENT OF HOME AFFAIRS,33380054835,PASSENGER MOVEMENTS,Travel facilitation,1908958853,8-Feb-18,5-Jan-18,5-Jan-18,"57,540.00"
Department of Defence,CN3483392,,DR PETER J DEAN,83065592874,Research Programs,Research programs,1908958846,8-Feb-18,16-Jan-18,30-Jun-18,"15,000.00"
Department of Defence,CN3483393,,CSIRO,41687119230,Secondment of CSIRO Staff to DST,Management information systems MIS,1908958838,8-Feb-18,7-Nov-17,31-Jan-19,"74,612.58"
Department of Defence,CN3483394,,CGM TRAINING DESIGN AND DEVELOPMENT,18406294011,Cert IV WHS Safety with Navy specifics,Education and Training Services,1908958686,8-Feb-18,10-Nov-17,24-Nov-17,"15,500.00"
Department of Defence,CN3483395,SON3232552,TOLL REMOTE LOGISTICS PTY LTD,99004210093,Port agency serivces for the RAN,Military watercraft,1908958682,8-Feb-18,20-Nov-17,20-Nov-17,"22,628.70"
Department of Defence,CN3483396,,VANILLA BLUE CATERING,87124365920,Catering,Banquet and catering services,1908958462,8-Feb-18,11-Dec-17,12-Dec-17,"11,573.37"
Department of Defence,CN3483397,,CEB INC,ABN Exempt,L and D Leadership Council,Education and Training Services,1908958458,8-Feb-18,2-Jan-18,30-May-18,"70,040.00"
Department of Defence,CN3483398,,SIMS GROUP AUST HOLDINGS LTD,37008634526,Weapon Shred,Metal waste and scrap,1908958398,8-Feb-18,20-Dec-17,20-Dec-17,"15,622.05"
Department of Defence,CN3483399,SON3370416,CPM REVIEWS PTY LTD,93151808374,Review,Human resources services,1908958394,8-Feb-18,20-Dec-17,20-Dec-17,"71,451.55"
Department of Defence,CN3483400,SON3373673,WINC AUSTRALIA PTY LIMITED,94000728398,Replacement furniture for Air Movements RAAF East,Furniture,1908958264,8-Feb-18,24-Aug-17,31-Jan-18,"13,475.62"
Department of Defence,CN3483401,SON3373673,WINC AUSTRALIA PTY LIMITED,94000728398,Replacement office furniture for Recruit School,Office furniture,1908958260,8-Feb-18,23-Aug-17,31-Jan-18,"10,298.96"
Department of Defence,CN3483402,,AUSTRALIAN INDIGENOUS LEADERSHIP,68091455551,Indigenous Training,Education and Training Services,1908958259,8-Feb-18,12-Jan-18,31-Dec-18,"230,000.00"
Department of Defence,CN3483403,SON3232552,TOLL REMOTE LOGISTICS PTY LTD,99004210093,Port agency services for the RAN,Military watercraft,1908958160,8-Feb-18,3-Oct-17,2-Jun-18,"72,645.96"
Department of Defence,CN3483404,,HEALTHCARE TRAINING SERVICE,44426764393,Training,Medical training and education supplies,1908957945,8-Feb-18,7-Dec-17,31-Dec-17,"11,185.00"
Department of Defence,CN3483405,,ALLSTRUCT PTY LTD,43124486871,vinyl floor package,Building construction and support and maintenance and repair services,1908957944,8-Feb-18,8-Dec-17,31-Dec-17,"139,095.00"
Department of Defence,CN3483406,,DEFENDTEX PTY LTD,45602887098,AID 16 - Loitering Munition Reserch,Military science and research,1908957638,8-Feb-18,22-Dec-17,30-Jun-19,"871,200.00"
Department of Defence,CN3483407,,ASSA ABLOY AUSTRALIA PTY LIMITED,90086451907,Security Locks,Locks and security hardware and accessories,1908957428,8-Feb-18,8-Sep-17,31-Jan-18,"19,763.37"
Department of Defence,CN3483408,,ONE SPORTSWEAR PTY LTD,22052528364,Purchase for RMC-D PT Gear,Uniforms,1908959266,8-Feb-18,13-Dec-17,13-Dec-17,"13,150.00"
Department of Defence,CN3483409,,THE WILLOWS STATE SCHOOL,12638302052,Defence School Transition Aide Program,Education and Training Services,4501015561,8-Feb-18,25-Jan-18,30-Jun-18,"29,250.00"
Department of Defence,CN3483410,,SOUTHERN CROSS CATHOLIC SCHOOL,89479061867,Defence School Transition Aide Program,Education and Training Services,4501015547,8-Feb-18,25-Jan-18,30-Jun-18,"18,250.00"
Department of Defence,CN3483411,,OONOONBA STATE SCHOOL,88191124337,Defence School Transition Aide Program,Education and Training Services,4501015535,8-Feb-18,25-Jan-18,30-Jun-18,"14,750.00"
Department of Defence,CN3483412,,MUNDINGBURRA STATE SCHOOL,60353290283,Defence School Transition Aide Program,Education and Training Services,4501015531,8-Feb-18,25-Jan-18,30-Jun-18,"11,250.00"
Department of Defence,CN3483413,,KIRWAN STATE SCHOOL,12866564037,Defence School Transition Aide Program,Education and Training Services,4501015530,8-Feb-18,25-Jan-18,30-Jun-18,"27,500.00"
Department of Defence,CN3483414,,BOHLEVALE STATE SCHOOL,62932087802,Defence School Transition Aide Program,Education and Training Services,4501015527,8-Feb-18,24-Jan-18,30-Jun-18,"11,250.00"
Department of Defence,CN3483415,,HOLY SPIRIT SCHOOL,65201324628,Defence School Transition Aide Program,Education and Training Services,4501015526,8-Feb-18,25-Jan-18,30-Jun-18,"11,250.00"
Department of Defence,CN3483416,,ANNANDALE STATE SCHOOL,58488048743,Defence School Transition Aide Program,Education and Training Services,4501015523,8-Feb-18,24-Jan-18,30-Jun-18,"27,500.00"
Department of Defence,CN3483417,,KPMG AUSTRALIA,51194660183,Transition Support Services,Organisational structure consultation,4501014966,8-Feb-18,30-Jan-18,30-Jun-18,"1,216,306.45"
Department of Defence,CN3483418,SON2899972,UNISYS AUSTRALIA LTD,31105642902,Information Technology Consultation Services,Information technology consultation services,4501012229,8-Feb-18,10-Jan-17,31-May-17,"21,850.18"
Department of Defence,CN3483419,SON3280319,OOBE PTY LTD,48123977846,Project Jackstay network system design,Human resources services,4501011308,8-Feb-18,25-Jan-18,30-Apr-18,"411,987.40"
Department of Defence,CN3483420,SON2030181,SOIL AND GROUNDWATER PTY LTD,62100220479,Lead Consultant Environmental,Environmental auditing,4501011192,8-Feb-18,29-Jan-18,19-Nov-18,"5,615,118.25"
Department of Defence,CN3483421,SON867801,ARISTECH PTY LTD,15126132590,Enterprise Architects CIOG,Architectural services,4501011003,8-Feb-18,24-Jan-18,30-Nov-18,"2,238,720.00"
Department of Defence,CN3483422,SON253476,KEANE CONSULTING PTY LTD,74082835185,Professional Support Services - Ben Yau,Project management,4501010079,8-Feb-18,12-Jan-18,28-Feb-18,"23,408.00"
Department of Defence,CN3483424,SON433899,BAE SYSTEMS AUSTRALIA,29008423005,Project design review,Information technology consultation services,4501004597,8-Feb-18,31-Jan-18,30-Jun-18,"936,660.27"
Department of Defence,CN3483425,,DGH ENGINEERING,18115056221,Fire water tank replacement,Building construction and support and maintenance and repair services,4500993738,8-Feb-18,23-Jan-18,31-May-18,"932,808.25"
Department of Defence,CN3483426,,BASELINE INDUSTRIES PTY LTD,73137884854,Chiller replacement,Building construction and support and maintenance and repair services,4500987996,8-Feb-18,30-Jan-18,31-May-18,"28,831.00"
Department of Defence,CN3483427,,ERM BUSINESS ENERGY,87126175460,Provision of Utilities,Utilities,4500950419,8-Feb-18,24-Jan-18,28-May-18,"16,131.50"
Department of Defence,CN3483428,,CPB CONTRACTORS PTY LIMITED,98000893667,Managing Contractor Contract,Building construction and support and maintenance and repair services,4500903746,8-Feb-18,25-Jan-18,30-Jun-18,"251,900.00"
Department of Defence,CN3483429,,INCHCAPE SHIPPING SERVICES (DUBAI),ABN Exempt,MATERIEL HANDLING MACHINERY AND EQUIPMENT,Material handling machinery and equipment,1908959496,8-Feb-18,3-Nov-17,25-Jan-18,"48,931.76"
Department of Defence,CN3483430,,CANBERRA REX HOTEL,78115073991,Venue hire for Defence Event - Training,Hotels and lodging and meeting facilities,1908959267,8-Feb-18,16-Jan-18,31-Jan-18,"38,515.51"
Department of Defence,CN3483431,,NORTON ROSE FULBRIGHT AUSTRALIA,32720868049,DL0008/2018 - Legal Services,Legal services,4501039059,8-Feb-18,25-Jan-18,31-Aug-18,"57,497.50"
Department of Defence,CN3483432,,"GENERAL DYNAMICS MISSION SYSTEMS,!I",ABN Exempt,Communications Equipment,Network security equipment,4501039036,8-Feb-18,25-Jan-18,20-May-18,"55,366.24"
Department of Defence,CN3483433,SON3319689,CALTEX AUSTRALIA PETROLEUM P / L,17000032128,Diesel Fuel,Fuels,4501039032,8-Feb-18,24-Jan-18,12-Feb-18,"39,332.62"
Department of Defence,CN3483434,SON48590,SME GATEWAY PTY LTD,51106981560,To Write a Concept of Operations,Management support services,4501039031,8-Feb-18,24-Jan-18,30-Jun-18,"240,116.80"
Department of Defence,CN3483435,,UNIVERSITY OF ADELAIDE,61249878937,S&T for Improvised Threat Defeat,Military science and research,4501039030,8-Feb-18,24-Jan-18,30-Jun-20,"853,215.00"
Department of Defence,CN3483436,SON3319689,CALTEX AUSTRALIA PETROLEUM P / L,17000032128,SUPPLY OF DIESEL TO ORCHARD HILLS,Fuels,4501039026,8-Feb-18,24-Jan-18,14-Feb-18,"14,876.14"
Department of Defence,CN3483437,SON3399501,AECOM AUSTRALIA PTY LTD,20093846925,Initial Business Case Development EST5349-6,Project administration or planning,4501039013,8-Feb-18,24-Jan-18,30-Jun-18,"204,517.50"
Department of Defence,CN3483438,,DELL AUSTRALIA PTY LIMITED,46003855561,User Interface - Aries Capture the Packet,Components for information technology or broadcasting or telecommunications,4501039005,8-Feb-18,24-Jan-18,5-Feb-18,"108,603.00"
Department of Defence,CN3483439,,RENNIKS,88798652056,Marquee HIre for Clipsal,Recreation and playground and swimming and spa equipment and supplies,4501039004,8-Feb-18,24-Jan-18,22-Mar-18,"14,921.89"
Department of Defence,CN3483440,,SCITECH PTY LTD,23006804673,Rails and carriers,Laboratory and scientific equipment,4501039003,8-Feb-18,24-Jan-18,23-Mar-18,"13,352.68"
Department of Defence,CN3483441,SON48590,ENVOLTEC PTY LTD,75137429120,Sustainment Support Services,Management advisory services,4501038998,8-Feb-18,24-Jan-18,30-Apr-18,"176,976.65"
Department of Defence,CN3483442,,MONASH UNI - CASHIER,12377614012,Provide research services for the production of a paper/article for publication,Military science and research,4501038994,8-Feb-18,24-Jan-18,20-Dec-18,"20,738.30"
Department of Defence,CN3483443,,RAYTHEON AUSTRALIA PTY LTD,35063709295,Software upgrade and installation,Software or hardware engineering,4501038993,8-Feb-18,24-Jan-18,30-Jun-18,"237,979.50"
Department of Defence,CN3483444,,UNIVERSITY OF WESTERN AUSTRALIA,37882817280,Optronic Investigations,Military science and research,4501038991,8-Feb-18,24-Jan-18,11-Jan-19,"176,293.70"
Department of Defence,CN3483445,SON1598601,EXECUTIVE LEADERSHIP AUSTRALIA P/L,72118959130,Action Learning Groups,Education and Training Services,4501038989,8-Feb-18,24-Jan-18,22-Jan-20,"446,175.53"
Department of Defence,CN3483446,SON3441473,WINC AUSTRALIA PTY LIMITED,94000728398,"Procurement of 13 Class ""A"" endorsed shredders new R8000 Air Combat Capability Project.",Office machines and their supplies and accessories,4501038988,8-Feb-18,24-Jan-18,31-Mar-18,"82,475.48"
Department of Defence,CN3483447,,EXECUTIVE LEADERSHIP AUSTRALIA P/L,72118959130,Action Learning Groups,Education and Training Services,4501038986,8-Feb-18,24-Jan-18,22-Jan-20,"446,175.54"
Department of Defence,CN3483448,,SPOTLESS FACILITY SERVICES PTY LTD,83072293880,Tank Integration Interim Facilities Construction Works - Edinburgh Precinct,Building support services,4501038978,8-Feb-18,25-Jan-18,28-Feb-18,"23,072.28"
